country_code,country,year,agriculture_pct_gdp,arable_land_pct,gdp_per_capita_usd,population,rural_population_pct
KEN,Kenya,2015,19.4696147780528,11.1356359407494,1489.11959777284,47088526.0,68.2661973960042
KEN,Kenya,2016,20.0345164328349,11.3273218962115,1554.12610314423,48139687.0,68.3497479894353
KEN,Kenya,2017,20.8936374065292,10.6862650555475,1667.48447230835,49197766.0,68.4616349152898
KEN,Kenya,2018,20.314910419968,11.4004605485054,1836.45275528993,50207107.0,68.6059958360204
KEN,Kenya,2019,20.8611638110686,11.4560838042891,1960.40808854893,51202827.0,68.8104433578865
KEN,Kenya,2020,22.7027261604451,11.4175064467254,1927.66459027849,52217334.0,68.7936505367384
KEN,Kenya,2021,21.4770750957252,11.4175064467254,2061.35622089594,53219166.0,68.7120665978029
KEN,Kenya,2022,21.0361920649933,11.4175064467254,2109.56288513137,54252461.0,68.5692179933054
KEN,Kenya,2023,21.4522060902205,11.4175064467254,1942.58802756191,55339003.0,68.3669659183571
KEN,Kenya,2024,22.4728462758555,,2132.43452097647,56432944.0,68.1062168278401
RWA,Rwanda,2000,31.1849871789041,40.5350628293474,251.86926386091,8213931.0,84.2195525354004
RWA,Rwanda,2001,31.7940006044905,44.5885691122821,237.308846200901,8287094.0,83.4512600331845
RWA,Rwanda,2002,30.1946865741942,45.2371301175517,234.043016755733,8400180.0,83.1221152883248
RWA,Rwanda,2003,33.0353672438095,45.3587353060397,249.012274982252,8586875.0,83.1052567687631
RWA,Rwanda,2004,33.895261824051,45.4398054316984,269.540446333402,8816844.0,83.0979900463208
RWA,Rwanda,2005,33.7756165293022,45.5614106201865,324.016863847189,9054528.0,83.0927885540546
RWA,Rwanda,2006,30.026108002825,45.6830158086745,356.995022901154,9299246.0,83.0889860754953
RWA,Rwanda,2007,26.068484121694,45.8046209971625,426.234183487629,9549933.0,83.0859163941734
RWA,Rwanda,2008,24.7805133299176,45.8856911228212,528.326391755502,9804269.0,83.0829132936196
RWA,Rwanda,2009,25.3575273279149,46.9396027563843,564.039095842449,10060432.0,83.0793105573645
RWA,Rwanda,2010,24.3144893985439,47.9935143899473,593.624927744346,10317553.0,83.0744419689386
RWA,Rwanda,2011,23.8371959544057,49.0474260235103,651.133677964662,10573733.0,83.0676413118727
RWA,Rwanda,2012,24.765432008534,50.060802594244,706.817269168561,10829901.0,83.0589751117852
RWA,Rwanda,2013,24.9203167464094,51.1147142278071,704.92421851123,11093340.0,82.9257793946388
RWA,Rwanda,2014,24.6883207854521,52.1686258613701,724.957526520906,11364757.0,82.4979283460244
RWA,Rwanda,2015,23.9810045274251,52.2091609241994,733.998629882494,11640022.0,81.8046850141584
RWA,Rwanda,2016,25.1527094826327,52.2091609241994,729.519133812945,11919183.0,80.8786048213452
RWA,Rwanda,2017,26.3454376635445,52.2496959870288,758.300966509647,12202060.0,79.7522431898889
RWA,Rwanda,2018,24.6227246165566,50.060802594244,771.773511207309,12487996.0,78.4581555420936
RWA,Rwanda,2019,23.560629300383,48.3177948925821,810.051412137354,12776103.0,77.0288973002638
RWA,Rwanda,2020,26.6559195496967,49.2338873125253,778.701498925026,13065837.0,75.4970238867034
RWA,Rwanda,2021,24.0706966220179,51.4146736927442,829.544845263697,13355260.0,73.8950907237167
RWA,Rwanda,2022,24.886975847496,50.2005391163356,975.469323735369,13651030.0,72.2193297262239
RWA,Rwanda,2023,26.612127488198,46.9830158086745,1027.03446826565,13954471.0,71.1444689354523
RWA,Rwanda,2024,24.5807696089078,,999.65456165547,14256567.0,70.1150285705917
UGA,Uganda,2000,27.5091068813608,26.525198938992,258.050338731086,24000150.0,88.3585241874813
UGA,Uganda,2001,27.8502414795273,27.0256743906711,236.021188853993,24745676.0,88.0986110259912
UGA,Uganda,2002,23.4334280026675,28.0266252940293,241.984688408335,25532870.0,87.797206425445
UGA,Uganda,2003,24.5070225774825,29.2778139232271,250.71543664681,26352124.0,87.4095863280683
UGA,Uganda,2004,21.6703526422179,29.7782893749062,292.38185796262,27154515.0,86.8778881599385
UGA,Uganda,2005,25.0749361336647,29.7782893749062,330.405402707025,27963289.0,86.2092760503277
